00:00:14.98,	./TRAIN/id00866/1ki58847CNs/00011.wav
00:00:04.48,	./TRAIN/id00866/1ki58847CNs/00010.wav
00:00:09.60,	./TRAIN/id00866/1ki58847CNs/00012.wav
00:00:04.10,	./TRAIN/id00866/1ki58847CNs/00013.wav
00:00:04.48,	./TRAIN/id00866/1ki58847CNs/00017.wav
00:00:23.87,	./TRAIN/id00866/1ki58847CNs/00015.wav
00:00:18.56,	./TRAIN/id00866/1ki58847CNs/00009.wav
00:00:07.94,	./TRAIN/id00866/1ki58847CNs/00016.wav
00:00:46.08,	./TRAIN/id00866/1ki58847CNs/00014.wav
00:00:15.04,	./TRAIN/id00866/E8--f2BFEWI/00126.wav
00:00:14.98,	./TRAIN/id00866/E8--f2BFEWI/00125.wav
00:00:19.71,	./TRAIN/id00866/E8--f2BFEWI/00123.wav
00:00:13.76,	./TRAIN/id00866/E8--f2BFEWI/00124.wav
00:00:08.70,	./TRAIN/id00866/d_iytvbvOwo/00210.wav
00:00:15.68,	./TRAIN/id00866/d_iytvbvOwo/00209.wav
00:00:04.61,	./TRAIN/id00866/Y5kcFcsbHN0/00197.wav
00:00:14.21,	./TRAIN/id00866/B98gelUqcdY/00108.wav
00:00:07.55,	./TRAIN/id00866/B98gelUqcdY/00109.wav
00:00:06.59,	./TRAIN/id00866/B98gelUqcdY/00106.wav
00:00:06.08,	./TRAIN/id00866/B98gelUqcdY/00107.wav
00:00:04.10,	./TRAIN/id00866/b9rnWUsX7-A/00208.wav
00:00:06.59,	./TRAIN/id00866/_hYjZxDzgGg/00205.wav
00:00:04.10,	./TRAIN/id00866/_hYjZxDzgGg/00204.wav
00:00:07.55,	./TRAIN/id00866/xQ1Yy0kjvjA/00262.wav
00:00:09.41,	./TRAIN/id00866/xQ1Yy0kjvjA/00263.wav
00:00:09.60,	./TRAIN/id00866/xQ1Yy0kjvjA/00257.wav
00:00:04.22,	./TRAIN/id00866/xQ1Yy0kjvjA/00266.wav
00:00:04.35,	./TRAIN/id00866/xQ1Yy0kjvjA/00268.wav
00:00:18.37,	./TRAIN/id00866/xQ1Yy0kjvjA/00260.wav
00:00:11.71,	./TRAIN/id00866/xQ1Yy0kjvjA/00256.wav
00:00:04.99,	./TRAIN/id00866/xQ1Yy0kjvjA/00264.wav
00:00:06.85,	./TRAIN/id00866/xQ1Yy0kjvjA/00259.wav
00:00:06.85,	./TRAIN/id00866/xQ1Yy0kjvjA/00265.wav
00:00:18.88,	./TRAIN/id00866/xQ1Yy0kjvjA/00267.wav
00:00:04.03,	./TRAIN/id00866/xQ1Yy0kjvjA/00261.wav
00:00:05.76,	./TRAIN/id00866/xQ1Yy0kjvjA/00258.wav
00:00:09.41,	./TRAIN/id00866/FOlxMKIy_0A/00133.wav
00:00:18.24,	./TRAIN/id00866/FOlxMKIy_0A/00132.wav
00:00:07.49,	./TRAIN/id00866/FOlxMKIy_0A/00134.wav
00:00:05.25,	./TRAIN/id00866/JmoeB9nMMOQ/00148.wav
00:00:08.19,	./TRAIN/id00866/JmoeB9nMMOQ/00147.wav
00:00:05.95,	./TRAIN/id00866/JmoeB9nMMOQ/00146.wav
00:00:06.78,	./TRAIN/id00866/8fJfIz1ERP8/00078.wav
00:00:13.57,	./TRAIN/id00866/8fJfIz1ERP8/00082.wav
00:00:13.12,	./TRAIN/id00866/8fJfIz1ERP8/00086.wav
00:00:45.89,	./TRAIN/id00866/8fJfIz1ERP8/00075.wav
00:00:04.48,	./TRAIN/id00866/8fJfIz1ERP8/00080.wav
00:00:04.99,	./TRAIN/id00866/8fJfIz1ERP8/00085.wav
00:00:08.45,	./TRAIN/id00866/8fJfIz1ERP8/00073.wav
00:00:12.16,	./TRAIN/id00866/8fJfIz1ERP8/00081.wav
00:00:04.48,	./TRAIN/id00866/8fJfIz1ERP8/00079.wav
00:00:05.38,	./TRAIN/id00866/8fJfIz1ERP8/00083.wav
00:00:07.23,	./TRAIN/id00866/8fJfIz1ERP8/00084.wav
00:00:05.06,	./TRAIN/id00866/8fJfIz1ERP8/00076.wav
00:00:07.04,	./TRAIN/id00866/8fJfIz1ERP8/00077.wav
00:00:09.09,	./TRAIN/id00866/8fJfIz1ERP8/00074.wav
00:00:05.31,	./TRAIN/id00866/LYumkL4pYDw/00149.wav
00:00:06.34,	./TRAIN/id00866/0GQp_0K_YRg/00003.wav
00:00:05.89,	./TRAIN/id00866/0GQp_0K_YRg/00004.wav
00:00:04.74,	./TRAIN/id00866/0GQp_0K_YRg/00005.wav
00:00:04.99,	./TRAIN/id00866/PCJ1gursDfY/00169.wav
00:00:07.55,	./TRAIN/id00866/PCJ1gursDfY/00170.wav
00:00:04.93,	./TRAIN/id00866/PCJ1gursDfY/00167.wav
00:00:04.67,	./TRAIN/id00866/PCJ1gursDfY/00166.wav
00:00:04.22,	./TRAIN/id00866/PCJ1gursDfY/00168.wav
00:00:08.83,	./TRAIN/id00866/iNFCHc4uRAM/00217.wav
00:00:05.70,	./TRAIN/id00866/iNFCHc4uRAM/00216.wav
00:00:06.08,	./TRAIN/id00866/iNFCHc4uRAM/00215.wav
00:00:07.81,	./TRAIN/id00866/Awi1Q0yib1s/00097.wav
00:00:16.64,	./TRAIN/id00866/Awi1Q0yib1s/00103.wav
00:00:15.87,	./TRAIN/id00866/Awi1Q0yib1s/00102.wav
00:00:09.15,	./TRAIN/id00866/Awi1Q0yib1s/00101.wav
00:00:06.98,	./TRAIN/id00866/Awi1Q0yib1s/00099.wav
00:00:14.21,	./TRAIN/id00866/Awi1Q0yib1s/00098.wav
00:00:05.12,	./TRAIN/id00866/Awi1Q0yib1s/00092.wav
00:00:10.56,	./TRAIN/id00866/Awi1Q0yib1s/00104.wav
00:00:15.17,	./TRAIN/id00866/Awi1Q0yib1s/00096.wav
00:00:09.73,	./TRAIN/id00866/Awi1Q0yib1s/00100.wav
00:00:06.02,	./TRAIN/id00866/Awi1Q0yib1s/00093.wav
00:00:05.50,	./TRAIN/id00866/Awi1Q0yib1s/00095.wav
00:00:17.73,	./TRAIN/id00866/Awi1Q0yib1s/00105.wav
00:00:05.38,	./TRAIN/id00866/Awi1Q0yib1s/00094.wav
00:00:35.65,	./TRAIN/id00866/03SSllwNkGk/00002.wav
00:00:05.95,	./TRAIN/id00866/03SSllwNkGk/00001.wav
00:00:34.88,	./TRAIN/id00866/shG_183xFlw/00243.wav
00:00:04.29,	./TRAIN/id00866/shG_183xFlw/00244.wav
00:00:05.57,	./TRAIN/id00866/CRv8USDBEnI/00111.wav
00:00:04.80,	./TRAIN/id00866/CRv8USDBEnI/00110.wav
00:00:04.35,	./TRAIN/id00866/CRv8USDBEnI/00119.wav
00:00:04.29,	./TRAIN/id00866/CRv8USDBEnI/00117.wav
00:00:05.76,	./TRAIN/id00866/CRv8USDBEnI/00116.wav
00:00:04.54,	./TRAIN/id00866/CRv8USDBEnI/00118.wav
00:00:04.16,	./TRAIN/id00866/CRv8USDBEnI/00115.wav
00:00:12.99,	./TRAIN/id00866/CRv8USDBEnI/00112.wav
00:00:04.48,	./TRAIN/id00866/CRv8USDBEnI/00113.wav
00:00:09.92,	./TRAIN/id00866/CRv8USDBEnI/00114.wav
00:00:05.31,	./TRAIN/id00866/WQ5dyN1le7w/00196.wav
00:00:06.85,	./TRAIN/id00866/YeUppvtgUjg/00201.wav
00:00:06.21,	./TRAIN/id00866/YeUppvtgUjg/00200.wav
00:00:13.63,	./TRAIN/id00866/YeUppvtgUjg/00202.wav
00:00:07.49,	./TRAIN/id00866/YeUppvtgUjg/00199.wav
00:00:07.04,	./TRAIN/id00866/YeUppvtgUjg/00198.wav
00:00:05.70,	./TRAIN/id00866/elkWF8bW3Mc/00212.wav
00:00:09.79,	./TRAIN/id00866/elkWF8bW3Mc/00211.wav
00:00:06.91,	./TRAIN/id00866/UGGHbfad-Nc/00182.wav
00:00:05.89,	./TRAIN/id00866/UGGHbfad-Nc/00183.wav
00:00:04.48,	./TRAIN/id00866/UGGHbfad-Nc/00184.wav
00:00:13.76,	./TRAIN/id00866/UGGHbfad-Nc/00190.wav
00:00:10.69,	./TRAIN/id00866/UGGHbfad-Nc/00185.wav
00:00:06.72,	./TRAIN/id00866/UGGHbfad-Nc/00191.wav
00:00:05.76,	./TRAIN/id00866/UGGHbfad-Nc/00187.wav
00:00:11.26,	./TRAIN/id00866/UGGHbfad-Nc/00193.wav
00:00:09.41,	./TRAIN/id00866/UGGHbfad-Nc/00192.wav
00:00:04.35,	./TRAIN/id00866/UGGHbfad-Nc/00188.wav
00:00:06.53,	./TRAIN/id00866/UGGHbfad-Nc/00186.wav
00:00:10.24,	./TRAIN/id00866/UGGHbfad-Nc/00189.wav
00:00:05.38,	./TRAIN/id00866/nI-zVYcQX40/00220.wav
00:00:05.95,	./TRAIN/id00866/rPdbi29FeHg/00236.wav
00:00:07.81,	./TRAIN/id00866/rPdbi29FeHg/00239.wav
00:00:07.68,	./TRAIN/id00866/rPdbi29FeHg/00238.wav
00:00:04.35,	./TRAIN/id00866/rPdbi29FeHg/00237.wav
00:00:05.50,	./TRAIN/id00866/rPdbi29FeHg/00241.wav
00:00:23.10,	./TRAIN/id00866/rPdbi29FeHg/00240.wav
00:00:04.93,	./TRAIN/id00866/51kkwsbFgzQ/00072.wav
00:00:06.02,	./TRAIN/id00866/51kkwsbFgzQ/00071.wav
00:00:08.51,	./TRAIN/id00866/51kkwsbFgzQ/00070.wav
00:00:31.04,	./TRAIN/id00866/51kkwsbFgzQ/00069.wav
00:00:09.41,	./TRAIN/id00866/N0kRo-X6gNM/00150.wav
00:00:09.73,	./TRAIN/id00866/N0kRo-X6gNM/00151.wav
00:00:05.12,	./TRAIN/id00866/VSyRuBN658o/00195.wav
00:00:04.48,	./TRAIN/id00866/E-6UQde2FZM/00120.wav
00:00:06.34,	./TRAIN/id00866/E-6UQde2FZM/00121.wav
00:00:08.77,	./TRAIN/id00866/E-6UQde2FZM/00122.wav
00:00:04.48,	./TRAIN/id00866/fXHGJ9H4bCk/00214.wav
00:00:07.17,	./TRAIN/id00866/fXHGJ9H4bCk/00213.wav
00:00:04.61,	./TRAIN/id00866/2KYsNinMZ9U/00060.wav
00:00:05.82,	./TRAIN/id00866/2KYsNinMZ9U/00056.wav
00:00:10.69,	./TRAIN/id00866/2KYsNinMZ9U/00051.wav
00:00:15.81,	./TRAIN/id00866/2KYsNinMZ9U/00049.wav
00:00:08.19,	./TRAIN/id00866/2KYsNinMZ9U/00055.wav
00:00:10.37,	./TRAIN/id00866/2KYsNinMZ9U/00035.wav
00:00:04.61,	./TRAIN/id00866/2KYsNinMZ9U/00047.wav
