00:00:00.92,	./TRAIN/DR8/MEJS0/SX70_RIFF.WAV
00:00:00.99,	./TRAIN/DR2/MJMD0/SI1658_RIFF.WAV
00:00:01.01,	./TRAIN/DR8/MMEA0/SI2018_RIFF.WAV
00:00:01.05,	./TRAIN/DR7/MMDG0/SX70_RIFF.WAV
00:00:01.06,	./TRAIN/DR5/FSAG0/SI1953_RIFF.WAV
00:00:01.06,	./TRAIN/DR7/MTPR0/SX70_RIFF.WAV
00:00:01.09,	./TEST/DR3/MBWM0/SI1934_RIFF.WAV
00:00:01.09,	./TRAIN/DR2/MRHL0/SI1515_RIFF.WAV
00:00:01.09,	./TRAIN/DR3/MDLH0/SX70_RIFF.WAV
00:00:01.09,	./TRAIN/DR8/MKRG0/SX231_RIFF.WAV
00:00:01.11,	./TRAIN/DR7/MAFM0/SI2199_RIFF.WAV
00:00:01.13,	./TEST/DR6/MRJS0/SI1523_RIFF.WAV
00:00:01.15,	./TRAIN/DR3/FCKE0/SI1111_RIFF.WAV
00:00:01.15,	./TRAIN/DR7/MRLJ1/SX231_RIFF.WAV
00:00:01.16,	./TRAIN/DR6/MJRK0/SX70_RIFF.WAV
00:00:01.18,	./TRAIN/DR1/MWAD0/SI1749_RIFF.WAV
00:00:01.19,	./TRAIN/DR2/MRLJ0/SX70_RIFF.WAV
00:00:01.20,	./TRAIN/DR7/MBAR0/SI1949_RIFF.WAV
00:00:01.22,	./TRAIN/DR7/MVRW0/SI2115_RIFF.WAV
00:00:01.22,	./TRAIN/DR8/MMLM0/SI1527_RIFF.WAV
00:00:01.24,	./TRAIN/DR1/FJSP0/SI1763_RIFF.WAV
00:00:01.24,	./TRAIN/DR2/FJKL0/SI1562_RIFF.WAV
00:00:01.24,	./TRAIN/DR2/MTDB0/SX231_RIFF.WAV
00:00:01.24,	./TRAIN/DR3/MJDA0/SI1031_RIFF.WAV
00:00:01.25,	./TRAIN/DR2/MMGK0/SI1952_RIFF.WAV
00:00:01.26,	./TRAIN/DR1/MGRL0/SX237_RIFF.WAV
00:00:01.27,	./TEST/DR4/MJRF0/SI1114_RIFF.WAV
00:00:01.27,	./TRAIN/DR5/MSDH0/SI2113_RIFF.WAV
00:00:01.28,	./TRAIN/DR2/MDMT0/SI1832_RIFF.WAV
00:00:01.28,	./TRAIN/DR5/MWCH0/SI1895_RIFF.WAV
00:00:01.28,	./TRAIN/DR8/FCEG0/SI1878_RIFF.WAV
00:00:01.29,	./TRAIN/DR8/MBSB0/SX3_RIFF.WAV
00:00:01.30,	./TRAIN/DR2/MJRP0/SI1835_RIFF.WAV
00:00:01.31,	./TEST/DR1/MDAB0/SX229_RIFF.WAV
00:00:01.32,	./TEST/DR3/MGLB0/SI2164_RIFF.WAV
00:00:01.32,	./TRAIN/DR5/MGES0/SI1481_RIFF.WAV
00:00:01.32,	./TRAIN/DR8/FCLT0/SI2068_RIFF.WAV
00:00:01.33,	./TEST/DR6/MJDH0/SI1984_RIFF.WAV
00:00:01.33,	./TRAIN/DR5/MJDM0/SI1937_RIFF.WAV
00:00:01.33,	./TRAIN/DR5/MREW1/SI2130_RIFF.WAV
00:00:01.34,	./TRAIN/DR5/MFER0/SI2122_RIFF.WAV
00:00:01.35,	./TRAIN/DR5/MEGJ0/SI1967_RIFF.WAV
00:00:01.36,	./TEST/DR2/MJAR0/SI2247_RIFF.WAV
00:00:01.37,	./TRAIN/DR2/FCAJ0/SI1479_RIFF.WAV
00:00:01.37,	./TRAIN/DR2/FDXW0/SI2141_RIFF.WAV
00:00:01.37,	./TRAIN/DR2/MMDS0/SI1973_RIFF.WAV
00:00:01.37,	./TRAIN/DR2/MTJG0/SI2157_RIFF.WAV
00:00:01.38,	./TRAIN/DR5/MEWM0/SI1978_RIFF.WAV
00:00:01.39,	./TRAIN/DR3/MGAF0/SX202_RIFF.WAV
00:00:01.40,	./TRAIN/DR6/MABC0/SI1620_RIFF.WAV
00:00:01.41,	./TEST/DR5/MDWA0/SX5_RIFF.WAV
00:00:01.41,	./TRAIN/DR1/MRWS0/SX202_RIFF.WAV
00:00:01.41,	./TRAIN/DR3/MDDC0/SI2049_RIFF.WAV
00:00:01.42,	./TRAIN/DR2/MTBC0/SI1173_RIFF.WAV
00:00:01.42,	./TRAIN/DR4/MJPM1/SI1897_RIFF.WAV
00:00:01.42,	./TRAIN/DR5/MJRG0/SI1996_RIFF.WAV
00:00:01.42,	./TRAIN/DR8/FKLH0/SI1887_RIFF.WAV
00:00:01.43,	./TEST/DR1/MSJS1/SI1899_RIFF.WAV
00:00:01.43,	./TRAIN/DR1/MWAD0/SX72_RIFF.WAV
00:00:01.43,	./TRAIN/DR2/MARC0/SI1188_RIFF.WAV
00:00:01.43,	./TRAIN/DR5/MSDH0/SI2240_RIFF.WAV
00:00:01.44,	./TRAIN/DR7/MSDB0/SX17_RIFF.WAV
00:00:01.45,	./TEST/DR7/MRJM4/SX229_RIFF.WAV
00:00:01.45,	./TRAIN/DR1/FCJF0/SX307_RIFF.WAV
00:00:01.45,	./TRAIN/DR2/FSRH0/SI1719_RIFF.WAV
00:00:01.45,	./TRAIN/DR5/FSDC0/SI2234_RIFF.WAV
00:00:01.45,	./TRAIN/DR5/MSRR0/SX231_RIFF.WAV
00:00:01.45,	./TRAIN/DR7/MPAR0/SI1576_RIFF.WAV
00:00:01.45,	./TRAIN/DR8/FJRB0/SI672_RIFF.WAV
00:00:01.46,	./TRAIN/DR4/MPEB0/SI1034_RIFF.WAV
00:00:01.46,	./TRAIN/DR5/MJDM0/SI974_RIFF.WAV
00:00:01.46,	./TRAIN/DR8/MBSB0/SI1983_RIFF.WAV
00:00:01.47,	./TEST/DR2/MTAS1/SI1473_RIFF.WAV
00:00:01.47,	./TRAIN/DR5/MGES0/SI2111_RIFF.WAV
00:00:01.47,	./TRAIN/DR7/MSAH1/SI1679_RIFF.WAV
00:00:01.48,	./TEST/DR4/FLBW0/SX229_RIFF.WAV
00:00:01.48,	./TEST/DR4/FMCM0/SI1810_RIFF.WAV
00:00:01.48,	./TRAIN/DR2/MDWD0/SI557_RIFF.WAV
